Serial2,F05_01,F05_01_ENG,F05_02,F05_02 ENG,F05_03,F05_04,F12,F13,F15,F15 ENG,F16,F16 ENG,F20,F21,F30,F30 ENG,F31_01,F31_01_ENG,F31_02,F31_02_ENG,F31_03,F31_03_ENG,F31_04,F31_04_ENG,F31_05,F31_05_ENG,F31_06,F31_06_ENG,F31_07,F31_07_ENG,F31_08,F31_08_ENG,F32,F33,hFerienDauer,hGruppePersonen,F80,F80_a05,F81_01,F81_02,F81_03,F81_04,F81_05,F81_06,F81_Total,F82_01,F82_02,F82_03,F82_04,F82_05,F82_06,F82_07,F82_Total,F83,F85,F105,F105A,F105_Code,F105_Code_nr,F105_OrgCode,F125,F125_ENG,F125_a11,F125_a11 ENG,F130,F130_a07,F135_01,F12_F13_Mittelwert_2Cat_final
2245,Europa,Europe,Frankreich,France,Île-de-France,,21.01.2023,25.01.2023,Winter,Winter,Ferien mit nur einem Übernachtungsort in der Schweiz,Holidays with only one overnight stay in Switzerland,,,Nein,Non,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,5,,5,5,€,,0,150,200,0,0,500,850,,,,,,,,,,Ja,Villars-sur-Ollon,,Villars-sur-Ollon,#N/A,Villars-Diablerets-Gryon-Bex,Berghütte / SAC,Mountain hut / SAC,,,,,5,Winter
2290,Europa,Europe,Vereinigtes Königreich,United Kingdom,England,Manchester,23.01.2023,29.01.2023,Winter,Winter,Ferien mit nur einem Übernachtungsort in der Schweiz,Holidays with only one overnight stay in Switzerland,,,Nein,Non,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,2,,7,2,£,,0,500,500,50,50,0,1100,,,,,,,,,,Ja,Château-d'Oex,,Château-d'Oex,411,Pays d'Enhaut Tourisme,Kostenlose Wohnung/Haus (eigene oder von Freunden / Verwandten etc.),Free apartment/house (own or from friends / relatives etc.),,,,,7,Winter
2309,Asien,Asia,Philippinen,Philippines,National Capital Region,,28.12.2022,11.01.2023,Winter,Winter,Rundreise nur innerhalb der Schweiz (mehrere Übernachtungsorte in der Schweiz),Round trip only within Switzerland (several overnight locations in Switzerland),5,,Nein,Non,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,4,,15,4,CHF,,4500,1500,3000,300,0,300,9600,,,,,,,,,,Ja,Montreux,,Montreux,289,Montreux Riviera,Hotel / Kurhaus,Hotel / Spa House,,,****,,2,Winter
2416,Europa,Europe,Niederlande,Netherlands,Noord Holland,,08.02.2023,12.02.2023,Winter,Winter,Rundreise nur innerhalb der Schweiz (mehrere Übernachtungsorte in der Schweiz),Round trip only within Switzerland (several overnight locations in Switzerland),2,,Nein,Non,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,2,,5,2,CHF,,600,200,350,60,100,0,1310,,,,,,,,,,Ja,Lausanne,,Lausanne,253,Lausanne Tourisme,Hotel / Kurhaus,Hotel / Spa House,,,****,,1,Winter
2452,Europa,Europe,Portugal,Portugal,Lisboa,,01.12.2022,05.02.2023,Winter,Winter,Ferien mit nur einem Übernachtungsort in der Schweiz,Holidays with only one overnight stay in Switzerland,,,Nein,Non,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,4,,67,4,CHF,,0,100,50,20,0,0,170,,,,,,,,,,Ja,Montreux,,Montreux,289,Montreux Riviera,Kostenlose Wohnung/Haus (eigene oder von Freunden / Verwandten etc.),Free apartment/house (own or from friends / relatives etc.),,,,,67,Winter
2460,Europa,Europe,Schweiz,Switzerland,Waadt,,11.02.2023,18.02.2023,Winter,Winter,Ferien mit nur einem Übernachtungsort in der Schweiz,Holidays with only one overnight stay in Switzerland,,,Nein,Non,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,4,,8,4,CHF,,800,0,600,0,0,0,1400,,,,,,,,,,Ja,Ormont-Dessous,,Ormont-Dessous,8,Aigle-Leysin-Les Mosses,Gemietete Wohnung / Haus,Rented apartment / house,,,,,8,Winter
2498,Europa,Europe,Italien,Italy,Regione Campania,,06.02.2023,11.02.2023,Winter,Winter,Rundreise nur innerhalb der Schweiz (mehrere Übernachtungsorte in der Schweiz),Round trip only within Switzerland (several overnight locations in Switzerland),1,,Nein,Non,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft zu,Applies,Trifft zu,Applies,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,4,,6,4,€,,0,0,300,100,0,0,400,,,,,,,,,,Ja,Cully,,Cully,#N/A,Montreux Riviera,Kostenlose Wohnung/Haus (eigene oder von Freunden / Verwandten etc.),Free apartment/house (own or from friends / relatives etc.),,,,,4,Winter
2522,Europa,Europe,Schweiz,Switzerland,Bern,,17.02.2023,19.02.2023,Winter,Winter,Ferien mit nur einem Übernachtungsort in der Schweiz,Holidays with only one overnight stay in Switzerland,,,Nein,Non,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,1,,3,1,CHF,,0,0,0,0,56,0,56,,,,,,,,,,Ja,Leysin,,Leysin,7,Aigle-Leysin-Les Mosses,Kostenlose Wohnung/Haus (eigene oder von Freunden / Verwandten etc.),Free apartment/house (own or from friends / relatives etc.),,,,,3,Winter
2693,Südamerika,South America,Brasilien,Brazil,Goias,,09.02.2023,20.02.2023,Winter,Winter,Rundreise nur innerhalb der Schweiz (mehrere Übernachtungsorte in der Schweiz),Round trip only within Switzerland (several overnight locations in Switzerland),3,,Nein,Non,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft zu,Applies,Trifft zu,Applies,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,14,,12,14,Andere,Real,20000,5000,15000,400,1000,0,41400,,,,,,,,,,Ja,Leysin,,Leysin,7,Aigle-Leysin-Les Mosses,Gemietete Wohnung / Haus,Rented apartment / house,,,,,7,Winter
2724,Europa,Europe,Schweiz,Switzerland,Waadt,,11.02.2023,19.02.2023,Winter,Winter,Ferien mit nur einem Übernachtungsort in der Schweiz,Holidays with only one overnight stay in Switzerland,,,Nein,Non,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,1,,9,1,CHF,,0,60,0,0,0,80,140,,,,,,,,,,Ja,Leysin,,Leysin,7,Aigle-Leysin-Les Mosses,,#N/A,,,,,,Winter
2747,Europa,Europe,Schweiz,Switzerland,Neuenburg,,17.02.2023,19.02.2023,Winter,Winter,Ferien mit nur einem Übernachtungsort in der Schweiz,Holidays with only one overnight stay in Switzerland,,,Nein,Non,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft zu,Applies,Trifft zu,Applies,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,26+,,3,26+,CHF,,3000,0,0,0,0,0,3000,,,,,,,,,,Ja,Leysin,,Leysin,7,Aigle-Leysin-Les Mosses,Hotel / Kurhaus,Hotel / Spa House,,,Nicht bekannt,,3,Winter
2777,Europa,Europe,Frankreich,France,Île-de-France,,10.02.2023,13.02.2023,Winter,Winter,Ferien mit nur einem Übernachtungsort in der Schweiz,Holidays with only one overnight stay in Switzerland,,,Nein,Non,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,2,,4,2,€,,800,400,400,80,80,400,2160,,,,,,,,,,Ja,Les Diablerets,,Les Diablerets,#N/A,Villars-Diablerets-Gryon-Bex,Hotel / Kurhaus,Hotel / Spa House,,,***,,4,Winter
2782,Europa,Europe,Italien,Italy,Lombardia,,01.02.2023,05.03.2023,Winter,Winter,Ferien mit nur einem Übernachtungsort in der Schweiz,Holidays with only one overnight stay in Switzerland,,,Nein,Non,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft nicht zu,Not applicable,3,,33,3,CHF,,0,400,1000,2000,0,900,4300,,,,,,,,,,Ja,Rougemont,,Rougemont,413,Pays d'Enhaut Tourisme,Kostenlose Wohnung/Haus (eigene oder von Freunden / Verwandten etc.),Free apartment/house (own or from friends / relatives etc.),,,,,33,Winter
2793,Europa,Europe,Frankreich,France,Bourgogne-Franche-Comté,,11.02.2023,18.02.2023,Winter,Winter,Ferien mit nur einem Übernachtungsort in der Schweiz,Holidays with only one overnight stay in Switzerland,,,Nein,Non,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft zu,Applies,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,26+,,8,26+,CHF,,10000,0,14000,0,10000,7500,41500,,,,,,,,,,Ja,Ormont-Dessus,,Ormont-Dessus,673,Villars-Diablerets-Gryon-Bex,Gruppenunterkunft,Group accommodation,,,,,8,Winter
2854,Europa,Europe,Schweiz,Switzerland,Waadt,,13.02.2023,19.02.2023,Winter,Winter,Ferien mit nur einem Übernachtungsort in der Schweiz,Holidays with only one overnight stay in Switzerland,,,Nein,Non,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft zu,Applies,Trifft zu,Applies,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft zu,Applies,4,,7,4,CHF,,0,200,500,100,0,100,900,,,,,,,,,,Ja,Leysin,,Leysin,7,Aigle-Leysin-Les Mosses,Kostenlose Wohnung/Haus (eigene oder von Freunden / Verwandten etc.),Free apartment/house (own or from friends / relatives etc.),,,,,7,Winter
2866,Europa,Europe,Frankreich,France,Île-de-France,,10.02.2023,13.02.2023,Winter,Winter,Ferien mit nur einem Übernachtungsort in der Schweiz,Holidays with only one overnight stay in Switzerland,,,Nein,Non,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,3,,4,3,CHF,,2000,400,600,200,0,1000,4200,,,,,,,,,,Ja,Leysin,,Leysin,7,Aigle-Leysin-Les Mosses,,#N/A,,,,,,Winter
2895,Europa,Europe,Niederlande,Netherlands,Zuid Holland,,28.01.2023,05.02.2023,Winter,Winter,Rundreise nur innerhalb der Schweiz (mehrere Übernachtungsorte in der Schweiz),Round trip only within Switzerland (several overnight locations in Switzerland),2,,Nein,Non,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,4,,9,4,CHF,,400,500,1000,0,0,0,1900,,,,,,,,,,Ja,Les Diablerets,,Les Diablerets,#N/A,Villars-Diablerets-Gryon-Bex,Gruppenunterkunft,Group accommodation,,,,,1,Winter
2955,Europa,Europe,Schweiz,Switzerland,Waadt,,11.02.2023,18.02.2023,Winter,Winter,Ferien mit nur einem Übernachtungsort in der Schweiz,Holidays with only one overnight stay in Switzerland,,,Nein,Non,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,3,,8,3,CHF,,1400,50,400,0,750,0,2600,,,,,,,,,,Ja,Leysin,,Leysin,7,Aigle-Leysin-Les Mosses,Gemietete Wohnung / Haus,Rented apartment / house,,,,,8,Winter
2989,Europa,Europe,Griechenland,Greece,,,09.02.2023,14.02.2023,Winter,Winter,Ferien mit nur einem Übernachtungsort in der Schweiz,Holidays with only one overnight stay in Switzerland,,,Nein,Non,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,4,,6,4,€,,0,700,600,100,0,50,1450,,,,,,,,,,Ja,Lausanne,,Lausanne,253,Lausanne Tourisme,Andere,Other,Stayed in a friend's house,Stayed in a friend's house,,,6,Winter
2992,Europa,Europe,Schweiz,Switzerland,Neuenburg,,04.01.2023,04.02.2023,Winter,Winter,Ferien mit nur einem Übernachtungsort in der Schweiz,Holidays with only one overnight stay in Switzerland,,,Nein,Non,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft zu,Applies,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,4,,32,4,CHF,,3000,300,400,0,0,0,3700,,,,,,,,,,Ja,Les Diablerets,,Les Diablerets,#N/A,Villars-Diablerets-Gryon-Bex,Andere,Other,privat,private,,,32,Winter
2994,Europa,Europe,Portugal,Portugal,Porto,,08.12.2022,11.12.2022,Winter,Winter,Ferien mit nur einem Übernachtungsort in der Schweiz,Holidays with only one overnight stay in Switzerland,,,Nein,Non,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,2,,4,2,€,,0,15,40,0,0,0,55,,,,,,,,,,Ja,Lausanne,,Lausanne,253,Lausanne Tourisme,Kostenlose Wohnung/Haus (eigene oder von Freunden / Verwandten etc.),Free apartment/house (own or from friends / relatives etc.),,,,,4,Winter
3002,Europa,Europe,Vereinigtes Königreich,United Kingdom,England,Kent,11.02.2023,17.02.2023,Winter,Winter,Ferien mit nur einem Übernachtungsort in der Schweiz,Holidays with only one overnight stay in Switzerland,,,Nein,Non,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,3,,7,3,CHF,,0,400,500,0,0,500,1400,,,,,,,,,,Ja,Les Diablerets,,Les Diablerets,#N/A,Villars-Diablerets-Gryon-Bex,Kostenlose Wohnung/Haus (eigene oder von Freunden / Verwandten etc.),Free apartment/house (own or from friends / relatives etc.),,,,,7,Winter
3042,Europa,Europe,Schweiz,Switzerland,Waadt,,11.02.2023,19.02.2023,Winter,Winter,Ferien mit nur einem Übernachtungsort in der Schweiz,Holidays with only one overnight stay in Switzerland,,,Nein,Non,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft zu,Applies,4,,9,4,CHF,,0,0,500,0,500,0,1000,,,,,,,,,,Ja,Ormont-Dessous,,Ormont-Dessous,8,Aigle-Leysin-Les Mosses,Kostenlose Wohnung/Haus (eigene oder von Freunden / Verwandten etc.),Free apartment/house (own or from friends / relatives etc.),,,,,9,Winter
3056,Südamerika,South America,Brasilien,Brazil,Goias,,12.02.2023,04.03.2023,Winter,Winter,Rundreise durch Europa: mehrere Übernachtungsorte in der Schweiz,Round trip through Europe: several places to stay in Switzerland,2,30,Nein,Non,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft zu,Applies,Trifft zu,Applies,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,5,,21,5,$,,20000,3000,5000,6000,5000,8000,47000,,,,,,,,,,Ja,Lausanne,,Lausanne,253,Lausanne Tourisme,Gemietete Wohnung / Haus,Rented apartment / house,,,,,18,Winter
3084,Europa,Europe,Frankreich,France,Île-de-France,,27.01.2023,31.01.2023,Winter,Winter,Ferien mit nur einem Übernachtungsort in der Schweiz,Holidays with only one overnight stay in Switzerland,,,Nein,Non,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,,10,5,10,CHF,,10000,500,3000,0,0,100,13600,,,,,,,,,,Ja,Rougemont,,Rougemont,413,Pays d'Enhaut Tourisme,Berghütte / SAC,Mountain hut / SAC,,,,,5,Winter
3092,Europa,Europe,Schweiz,Switzerland,Neuenburg,,17.02.2023,19.02.2023,Winter,Winter,Ferien mit nur einem Übernachtungsort in der Schweiz,Holidays with only one overnight stay in Switzerland,,,Nein,Non,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft zu,Applies,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,22,,3,22,CHF,,2500,0,500,0,100,0,3100,,,,,,,,,,Ja,Leysin,,Leysin,7,Aigle-Leysin-Les Mosses,Gruppenunterkunft,Group accommodation,,,,,3,Winter
3098,Asien,Asia,Libanon,Lebanon,,,09.02.2023,15.02.2023,Winter,Winter,Ferien mit nur einem Übernachtungsort in der Schweiz,Holidays with only one overnight stay in Switzerland,,,Nein,Non,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,8,,7,8,$,,3500,1500,2000,0,1000,500,8500,,,,,,,,,,Ja,Lausanne,,Lausanne,253,Lausanne Tourisme,Andere,Other,AirBnB,AirBnB,,,7,Winter
3108,Europa,Europe,Frankreich,France,Île-de-France,,09.02.2023,14.02.2023,Winter,Winter,Ferien mit nur einem Übernachtungsort in der Schweiz,Holidays with only one overnight stay in Switzerland,,,Nein,Non,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,1,,6,1,CHF,,0,95,150,0,0,0,245,,,,,,,,,,Ja,Lausanne,,Lausanne,253,Lausanne Tourisme,Kostenlose Wohnung/Haus (eigene oder von Freunden / Verwandten etc.),Free apartment/house (own or from friends / relatives etc.),,,,,6,Winter
3125,Europa,Europe,Schweiz,Switzerland,Aargau,,10.06.2022,12.06.2022,Sommer,Summer,Ferien mit nur einem Übernachtungsort in der Schweiz,Holidays with only one overnight stay in Switzerland,,,Nein,Non,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft zu,Applies,Trifft zu,Applies,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,11,,3,11,CHF,,3000,1000,1000,0,0,1000,6000,,,,,,,,,,Ja,Lausanne,,Lausanne,253,Lausanne Tourisme,Hotel / Kurhaus,Hotel / Spa House,,,*****,,3,Summer
3133,Europa,Europe,Schweiz,Switzerland,Waadt,,05.02.2023,12.02.2023,Winter,Winter,Ferien mit nur einem Übernachtungsort in der Schweiz,Holidays with only one overnight stay in Switzerland,,,Nein,Non,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,2,,8,2,CHF,,1200,0,500,0,200,0,1900,,,,,,,,,,Ja,Les Diablerets,,Les Diablerets,#N/A,Villars-Diablerets-Gryon-Bex,Kostenlose Wohnung/Haus (eigene oder von Freunden / Verwandten etc.),Free apartment/house (own or from friends / relatives etc.),,,,,8,Winter
3150,Europa,Europe,Portugal,Portugal,Vila Real,,17.02.2023,22.02.2023,Winter,Winter,Ferien mit nur einem Übernachtungsort in der Schweiz,Holidays with only one overnight stay in Switzerland,,,Nein,Non,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,3,,6,3,€,,0,0,0,40,0,0,40,,,,,,,,,,Ja,Aigle,,Aigle,6,Aigle-Leysin-Les Mosses,Andere,Other,Casa familiares,Family homes,,,6,Winter
3156,Europa,Europe,Schweiz,Switzerland,Neuenburg,,17.02.2023,19.02.2023,Winter,Winter,Ferien mit nur einem Übernachtungsort in der Schweiz,Holidays with only one overnight stay in Switzerland,,,Nein,Non,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,5,,3,5,CHF,,1000,0,1000,0,0,1000,3000,,,,,,,,,,Ja,Les Diablerets,,Les Diablerets,#N/A,Villars-Diablerets-Gryon-Bex,Hotel / Kurhaus,Hotel / Spa House,,,**,,3,Winter
3167,Europa,Europe,Schweiz,Switzerland,Neuenburg,,25.12.2022,06.01.2023,Winter,Winter,Ferien mit nur einem Übernachtungsort in der Schweiz,Holidays with only one overnight stay in Switzerland,,,Nein,Non,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft zu,Applies,Trifft zu,Applies,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,4,,13,4,CHF,,1820,0,1000,0,1000,500,4320,,,,,,,,,,Ja,Leysin,,Leysin,7,Aigle-Leysin-Les Mosses,Gemietete Wohnung / Haus,Rented apartment / house,,,,,13,Winter
3217,Asien,Asia,Indien,India,Telangana,,09.02.2023,15.02.2023,Winter,Winter,Rundreise durch Europa: mehrere Übernachtungsorte in der Schweiz,Round trip through Europe: several places to stay in Switzerland,3,3,Nein,Non,Trifft zu,Applies,Trifft zu,Applies,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,1,,7,1,CHF,,210,100,210,0,0,0,520,,,,,,,,,,Ja,Montreux,,Montreux,289,Montreux Riviera,Jugendherberge / Hostel,Youth Hostel / Hostel,,,,,1,Winter
